time,close
2020-10-01,260.28
2020-10-02,260.28
2020-10-03,260.28
2020-10-04,260.28
2020-10-05,260.28
2020-10-06,260.28
2020-10-07,260.28
2020-10-08,260.28
2020-10-09,260.28
2020-10-10,260.28
2020-10-11,260.28
2020-10-12,260.28
2020-10-13,260.28
2020-10-14,260.28
2020-10-15,260.28
2020-10-16,260.28
2020-10-17,260.28
2020-10-18,260.28
2020-10-19,260.28
2020-10-20,260.28
2020-10-21,260.28
2020-10-22,260.28
2020-10-23,260.28
2020-10-24,260.28
2020-10-25,260.28
2020-10-26,260.28
2020-10-27,260.28
2020-10-28,260.28
2020-10-29,260.28
2020-10-30,260.28
2020-10-31,260.388
2020-11-01,260.388
2020-11-02,260.388
2020-11-03,260.388
2020-11-04,260.388
2020-11-05,260.388
2020-11-06,260.388
2020-11-07,260.388
2020-11-08,260.388
2020-11-09,260.388
2020-11-10,260.388
2020-11-11,260.388
2020-11-12,260.388
2020-11-13,260.388
2020-11-14,260.388
2020-11-15,260.388
2020-11-16,260.388
2020-11-17,260.388
2020-11-18,260.388
2020-11-19,260.388
2020-11-20,260.388
2020-11-21,260.388
2020-11-22,260.388
2020-11-23,260.388
2020-11-24,260.388
2020-11-25,260.388
2020-11-26,260.388
2020-11-27,260.388
2020-11-28,260.388
2020-11-29,260.388
2020-11-30,260.229
2020-12-01,260.229
2020-12-02,260.229
2020-12-03,260.229
2020-12-04,260.229
2020-12-05,260.229
2020-12-06,260.229
2020-12-07,260.229
2020-12-08,260.229
2020-12-09,260.229
2020-12-10,260.229
2020-12-11,260.229
2020-12-12,260.229
2020-12-13,260.229
2020-12-14,260.229
2020-12-15,260.229
2020-12-16,260.229
2020-12-17,260.229
2020-12-18,260.229
2020-12-19,260.229
2020-12-20,260.229
2020-12-21,260.229
2020-12-22,260.229
2020-12-23,260.229
2020-12-24,260.229
2020-12-25,260.229
2020-12-26,260.229
2020-12-27,260.229
2020-12-28,260.229
2020-12-29,260.229
2020-12-30,260.229
2020-12-31,260.474
2021-01-01,260.474
2021-01-02,260.474
2021-01-03,260.474
2021-01-04,260.474
2021-01-05,260.474
2021-01-06,260.474
2021-01-07,260.474
2021-01-08,260.474
2021-01-09,260.474
2021-01-10,260.474
2021-01-11,260.474
2021-01-12,260.474
2021-01-13,260.474
2021-01-14,260.474
2021-01-15,260.474
2021-01-16,260.474
2021-01-17,260.474
2021-01-18,260.474
2021-01-19,260.474
2021-01-20,260.474
2021-01-21,260.474
2021-01-22,260.474
2021-01-23,260.474
2021-01-24,260.474
2021-01-25,260.474
2021-01-26,260.474
2021-01-27,260.474
2021-01-28,260.474
2021-01-29,260.474
2021-01-30,260.474
2021-01-31,261.582
2021-02-01,261.582
2021-02-02,261.582
2021-02-03,261.582
2021-02-04,261.582
2021-02-05,261.582
2021-02-06,261.582
2021-02-07,261.582
2021-02-08,261.582
2021-02-09,261.582
2021-02-10,261.582
2021-02-11,261.582
2021-02-12,261.582
2021-02-13,261.582
2021-02-14,261.582
2021-02-15,261.582
2021-02-16,261.582
2021-02-17,261.582
2021-02-18,261.582
2021-02-19,261.582
2021-02-20,261.582
2021-02-21,261.582
2021-02-22,261.582
2021-02-23,261.582
2021-02-24,261.582
2021-02-25,261.582
2021-02-26,261.582
2021-02-27,261.582
2021-02-28,263.014
2021-03-01,263.014
2021-03-02,263.014
2021-03-03,263.014
2021-03-04,263.014
2021-03-05,263.014
2021-03-06,263.014
2021-03-07,263.014
2021-03-08,263.014
2021-03-09,263.014
2021-03-10,263.014
2021-03-11,263.014
2021-03-12,263.014
2021-03-13,263.014
2021-03-14,263.014
2021-03-15,263.014
2021-03-16,263.014
2021-03-17,263.014
2021-03-18,263.014
2021-03-19,263.014
2021-03-20,263.014
2021-03-21,263.014
2021-03-22,263.014
2021-03-23,263.014
2021-03-24,263.014
2021-03-25,263.014
2021-03-26,263.014
2021-03-27,263.014
2021-03-28,263.014
2021-03-29,263.014
2021-03-30,263.014
2021-03-31,264.877
2021-04-01,264.877
2021-04-02,264.877
2021-04-03,264.877
2021-04-04,264.877
2021-04-05,264.877
2021-04-06,264.877
2021-04-07,264.877
2021-04-08,264.877
2021-04-09,264.877
2021-04-10,264.877
2021-04-11,264.877
2021-04-12,264.877
2021-04-13,264.877
2021-04-14,264.877
2021-04-15,264.877
2021-04-16,264.877
2021-04-17,264.877
2021-04-18,264.877
2021-04-19,264.877
2021-04-20,264.877
2021-04-21,264.877
2021-04-22,264.877
2021-04-23,264.877
2021-04-24,264.877
2021-04-25,264.877
2021-04-26,264.877
2021-04-27,264.877
2021-04-28,264.877
2021-04-29,264.877
2021-04-30,267.054
2021-05-01,267.054
2021-05-02,267.054
2021-05-03,267.054
2021-05-04,267.054
2021-05-05,267.054
2021-05-06,267.054
2021-05-07,267.054
2021-05-08,267.054
2021-05-09,267.054
2021-05-10,267.054
2021-05-11,267.054
2021-05-12,267.054
2021-05-13,267.054
2021-05-14,267.054
2021-05-15,267.054
2021-05-16,267.054
2021-05-17,267.054
2021-05-18,267.054
2021-05-19,267.054
2021-05-20,267.054
2021-05-21,267.054
2021-05-22,267.054
2021-05-23,267.054
2021-05-24,267.054
2021-05-25,267.054
2021-05-26,267.054
2021-05-27,267.054
2021-05-28,267.054
2021-05-29,267.054
2021-05-30,267.054
2021-05-31,269.195
2021-06-01,269.195
2021-06-02,269.195
2021-06-03,269.195
2021-06-04,269.195
2021-06-05,269.195
2021-06-06,269.195
2021-06-07,269.195
2021-06-08,269.195
2021-06-09,269.195
2021-06-10,269.195
2021-06-11,269.195
2021-06-12,269.195
2021-06-13,269.195
2021-06-14,269.195
2021-06-15,269.195
2021-06-16,269.195
2021-06-17,269.195
2021-06-18,269.195
2021-06-19,269.195
2021-06-20,269.195
2021-06-21,269.195
2021-06-22,269.195
2021-06-23,269.195
2021-06-24,269.195
2021-06-25,269.195
2021-06-26,269.195
2021-06-27,269.195
2021-06-28,269.195
2021-06-29,269.195
2021-06-30,271.696
2021-07-01,271.696
2021-07-02,271.696
2021-07-03,271.696
2021-07-04,271.696
2021-07-05,271.696
2021-07-06,271.696
2021-07-07,271.696
2021-07-08,271.696
2021-07-09,271.696
2021-07-10,271.696
2021-07-11,271.696
2021-07-12,271.696
2021-07-13,271.696
2021-07-14,271.696
2021-07-15,271.696
2021-07-16,271.696
2021-07-17,271.696
2021-07-18,271.696
2021-07-19,271.696
2021-07-20,271.696
2021-07-21,271.696
2021-07-22,271.696
2021-07-23,271.696
