"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"27/05/2020","81.12","91.61","91.61","81.12","-9.67%"
"26/05/2020","89.80","95.06","95.06","89.80","-3.99%"
"25/05/2020","93.53","95.06","95.06","93.53","0.00%"
"22/05/2020","93.53","96.05","96.05","93.53","-1.05%"
"21/05/2020","94.52","96.54","96.54","94.52","-1.31%"
"20/05/2020","95.77","100.00","100.00","95.77","-4.23%"
"19/05/2020","100.00","103.94","103.94","100.00","-2.88%"
"18/05/2020","102.97","106.41","106.41","102.97","-3.04%"
"15/05/2020","106.20","104.93","106.20","104.93","1.18%"
"14/05/2020","104.96","101.97","104.96","101.97","3.43%"
"13/05/2020","101.48","104.93","104.93","101.48","1.48%"
"12/05/2020","100.00","104.93","104.93","100.00","-1.22%"
"11/05/2020","101.24","102.95","102.95","101.24","-1.68%"
"08/05/2020","102.97","102.95","102.97","102.95","-0.01%"
"07/05/2020","102.98","104.93","104.93","102.98","-1.89%"
"06/05/2020","104.96","104.93","104.96","104.93","-0.47%"
"05/05/2020","105.46","122.18","122.18","105.46","-0.94%"
"04/05/2020","106.46","122.18","122.18","106.46","0.95%"
"01/05/2020","105.46","102.47","105.46","102.47","3.16%"
"30/04/2020","102.23","102.47","102.47","102.23","0.99%"
"29/04/2020","101.23","107.40","107.40","101.23","-4.01%"
"28/04/2020","105.46","107.40","107.40","105.46","-1.61%"
"27/04/2020","107.19","114.78","114.78","107.19","-5.87%"
"24/04/2020","113.88","114.79","114.79","113.88","1.33%"
"23/04/2020","112.39","119.71","119.71","112.39","-5.04%"
"22/04/2020","118.36","122.18","122.18","118.36","-4.02%"
"21/04/2020","123.32","122.18","123.32","121.10","1.83%"
"20/04/2020","121.10","119.73","121.10","119.73","1.03%"
"17/04/2020","119.86","122.20","122.20","119.86","-3.97%"
"16/04/2020","124.82","122.20","124.82","122.20","1.00%"
"15/04/2020","123.59","132.07","132.07","123.59","4.19%"
"14/04/2020","118.62","136.95","136.95","118.62","-3.99%"
"13/04/2020","123.55","127.11","127.11","123.55","0.00%"
"10/04/2020","123.55","114.76","123.55","114.76","0.01%"
"09/04/2020","123.54","136.95","136.95","123.54","-9.15%"
"08/04/2020","135.98","136.96","136.96","135.98","-0.01%"
"07/04/2020","136.00","139.45","139.45","136.00","-4.38%"
"06/04/2020","142.23","141.93","142.23","141.93","-0.85%"
"03/04/2020","143.45","139.73","143.45","139.73","2.66%"
"02/04/2020","139.73","114.76","139.73","114.76","0.00%"
"01/04/2020","139.73","132.07","139.73","132.07","5.82%"
"31/03/2020","132.04","114.76","132.04","114.76","0.05%"
"30/03/2020","131.97","114.76","131.97","114.76","5.76%"
"27/03/2020","124.78","114.76","124.78","114.76","13.57%"
"26/03/2020","109.87","109.85","109.87","109.85","8.54%"
"25/03/2020","101.23","109.85","109.85","101.23","-7.91%"
"24/03/2020","109.92","124.58","124.58","109.92","-11.91%"
"23/03/2020","124.78","132.94","132.94","124.78","1.20%"
"20/03/2020","123.30","132.94","132.94","123.30","-6.80%"
"19/03/2020","132.30","144.32","144.32","132.30","-9.50%"
"18/03/2020","146.19","129.57","146.19","129.57","11.77%"
"17/03/2020","130.79","132.52","132.52","130.79","-2.22%"
"16/03/2020","133.76","119.71","133.76","119.71","9.30%"
"13/03/2020","122.38","117.23","122.38","117.23","-2.96%"
"12/03/2020","126.11","102.46","126.11","102.46","20.41%"
"11/03/2020","104.73","97.53","104.73","97.53","3.43%"
"10/03/2020","101.26","104.92","104.92","101.26","-5.76%"
"09/03/2020","107.45","82.24","107.45","82.24","32.47%"
"06/03/2020","81.11","72.33","81.11","72.33","13.98%"
"05/03/2020","71.16","65.37","71.16","65.37","9.14%"
"04/03/2020","65.20","66.43","66.43","65.20","-0.76%"
"03/03/2020","65.70","66.89","66.89","65.70","-2.61%"
"02/03/2020","67.46","62.94","67.46","62.94","4.65%"
"28/02/2020","64.46","59.43","64.46","59.43","9.78%"
"27/02/2020","58.72","54.47","58.72","54.47","10.31%"
"26/02/2020","53.23","52.97","53.23","52.97","2.39%"
"25/02/2020","51.99","50.46","51.99","50.46","5.58%"
"24/02/2020","49.24","44.99","49.24","44.99","11.93%"
"21/02/2020","43.99","43.99","43.99","43.99","1.15%"
"20/02/2020","43.49","42.99","43.49","42.99","1.16%"
"19/02/2020","42.99","42.99","42.99","42.99","0.00%"
"18/02/2020","42.99","42.49","42.99","42.49","0.58%"
"17/02/2020","42.74","43.47","43.47","42.74","-1.18%"
"14/02/2020","43.25","43.48","43.48","43.25","0.02%"
"13/02/2020","43.24","43.48","43.48","43.24","0.00%"
"12/02/2020","43.24","45.46","45.46","43.24","-3.35%"
"11/02/2020","44.74","46.48","46.48","44.74","-1.11%"
"10/02/2020","45.24","45.48","45.48","45.24","2.24%"
"07/02/2020","44.25","44.25","44.25","44.25","4.76%"
"06/02/2020","42.24","43.48","43.48","42.24","-1.15%"
"05/02/2020","42.73","44.98","44.98","42.73","-2.84%"
"04/02/2020","43.98","46.48","46.48","43.98","-2.81%"
"03/02/2020","45.25","45.99","45.99","45.25","0.53%"
"31/01/2020","45.01","45.49","45.49","45.01","1.72%"
"30/01/2020","44.25","45.00","45.00","44.25","1.72%"
"29/01/2020","43.50","44.98","44.98","43.50","0.02%"
"28/01/2020","43.49","45.50","45.50","43.49","-1.76%"
"27/01/2020","44.27","44.51","44.51","44.27","1.17%"
"24/01/2020","43.76","44.49","44.49","43.76","1.16%"
"23/01/2020","43.26","44.00","44.00","43.26","0.60%"
"22/01/2020","43.00","43.50","43.50","43.00","0.58%"
"21/01/2020","42.75","42.50","42.75","42.50","1.18%"
"20/01/2020","42.25","43.51","43.51","42.25","-1.17%"
"17/01/2020","42.75","43.50","43.50","42.75","0.00%"
"16/01/2020","42.75","43.50","43.50","42.75","0.00%"
"15/01/2020","42.75","42.50","42.75","42.50","2.40%"
"14/01/2020","41.75","42.50","42.50","41.75","0.00%"
"13/01/2020","41.75","42.50","42.50","41.75","1.21%"
"10/01/2020","41.25","42.01","42.01","41.25","-0.58%"
"09/01/2020","41.49","43.01","43.01","41.49","-2.35%"
"08/01/2020","42.49","43.54","43.54","42.49","-1.78%"
"07/01/2020","43.26","44.51","44.51","43.26","-1.14%"
"06/01/2020","43.76","44.04","44.04","43.76","1.72%"
"03/01/2020","43.02","43.02","43.02","43.02","1.18%"
"02/01/2020","42.52","43.02","43.02","42.51","0.02%"
"01/01/2020","42.51","43.02","43.02","42.51","0.00%"
