"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"21/05/2020","47.40","52.07","52.07","47.40","-2.33%"
"20/05/2020","48.53","55.10","55.10","48.53","-7.65%"
"19/05/2020","52.55","57.30","57.30","52.55","-3.84%"
"18/05/2020","54.65","58.67","58.67","54.65","-4.67%"
"15/05/2020","57.33","57.85","57.85","57.33","1.61%"
"14/05/2020","56.42","56.21","56.42","56.21","5.26%"
"13/05/2020","53.60","65.08","65.08","53.60","2.00%"
"12/05/2020","52.55","65.08","65.08","52.55","-7.74%"
"11/05/2020","56.96","63.85","63.85","56.96","-2.50%"
"08/05/2020","58.42","63.85","63.85","58.42","0.00%"
"07/05/2020","58.42","65.08","65.08","58.42","-2.68%"
"06/05/2020","60.03","65.08","65.08","60.03","-0.84%"
"05/05/2020","60.54","75.78","75.78","60.54","-1.62%"
"04/05/2020","61.54","75.78","75.78","61.54","1.65%"
"01/05/2020","60.54","63.53","63.53","60.54","4.81%"
"30/04/2020","57.76","63.53","63.53","57.76","1.74%"
"29/04/2020","56.77","67.39","67.39","56.77","-6.23%"
"28/04/2020","60.54","67.39","67.39","60.54","-2.65%"
"27/04/2020","62.19","72.07","72.07","62.19","-7.91%"
"24/04/2020","67.53","71.16","71.16","67.53","2.97%"
"23/04/2020","65.58","74.25","74.25","65.58","-7.14%"
"22/04/2020","70.62","75.78","75.78","70.62","-5.41%"
"21/04/2020","74.66","75.78","75.78","72.89","2.43%"
"20/04/2020","72.89","74.24","74.24","72.89","1.07%"
"17/04/2020","72.12","75.78","75.78","72.12","-5.30%"
"16/04/2020","76.16","75.78","76.16","75.78","6.68%"
"15/04/2020","71.39","80.03","80.03","71.39","6.00%"
"14/04/2020","67.35","85.03","85.03","67.35","-4.37%"
"13/04/2020","70.43","78.87","78.87","70.43","0.00%"
"10/04/2020","70.43","57.04","70.43","57.04","0.00%"
"09/04/2020","70.43","85.03","85.03","70.43","-13.06%"
"08/04/2020","81.01","85.03","85.03","81.01","0.00%"
"07/04/2020","81.01","86.57","86.57","81.01","-6.65%"
"06/04/2020","86.78","88.11","88.11","86.78","-0.88%"
"03/04/2020","87.55","83.28","87.55","83.28","5.13%"
"02/04/2020","83.28","57.04","83.28","57.04","1.23%"
"01/04/2020","82.27","80.03","82.27","80.03","8.22%"
"31/03/2020","76.02","57.04","76.02","57.04","10.43%"
"30/03/2020","68.84","57.04","68.84","57.04","8.43%"
"27/03/2020","63.49","57.04","63.49","57.04","24.44%"
"26/03/2020","51.02","55.32","55.32","51.02","8.83%"
"25/03/2020","46.88","55.32","55.32","46.88","-10.98%"
"24/03/2020","52.66","62.84","62.84","52.66","-17.62%"
"23/03/2020","63.92","67.09","67.09","63.92","1.20%"
"20/03/2020","63.16","67.09","67.09","63.16","-8.83%"
"19/03/2020","69.28","70.89","70.89","69.28","-12.79%"
"18/03/2020","79.44","63.57","79.44","63.57","17.20%"
"17/03/2020","67.78","65.03","67.78","65.03","-3.19%"
"16/03/2020","70.01","51.47","70.01","51.47","10.74%"
"13/03/2020","63.22","35.20","63.22","35.20","5.19%"
"12/03/2020","60.10","30.74","60.10","30.74","37.00%"
"11/03/2020","43.87","29.23","43.87","29.23","-1.68%"
"10/03/2020","44.62","31.49","44.62","31.49","-7.50%"
"09/03/2020","48.24","24.60","48.24","24.60","61.88%"
"06/03/2020","29.80","21.60","29.80","21.60","27.90%"
"05/03/2020","23.30","20.07","23.30","20.07","3.42%"
"04/03/2020","22.53","22.35","22.53","22.35","-4.82%"
"03/03/2020","23.67","22.52","23.67","22.52","-6.29%"
"02/03/2020","25.26","21.17","25.26","21.17","7.12%"
"28/02/2020","23.58","19.98","23.58","19.98","7.23%"
"27/02/2020","21.99","18.29","21.99","18.29","21.22%"
"26/02/2020","18.14","17.79","18.14","17.79","4.31%"
"25/02/2020","17.39","16.94","17.39","16.94","-3.23%"
"24/02/2020","17.97","15.08","17.97","15.08","23.59%"
"21/02/2020","14.54","14.74","14.74","14.54","1.18%"
"20/02/2020","14.37","14.41","14.41","14.37","1.20%"
"19/02/2020","14.20","14.40","14.40","14.20","0.00%"
"18/02/2020","14.20","14.23","14.23","14.20","0.64%"
"17/02/2020","14.11","14.57","14.57","14.11","-1.19%"
"14/02/2020","14.28","14.57","14.57","14.28","0.00%"
"13/02/2020","14.28","14.57","14.57","14.28","-0.07%"
"12/02/2020","14.29","15.25","15.25","14.29","-5.49%"
"11/02/2020","15.12","15.59","15.59","15.12","-1.11%"
"10/02/2020","15.29","15.25","15.29","15.25","4.58%"
"07/02/2020","14.62","14.62","14.62","14.62","7.34%"
"06/02/2020","13.62","14.57","14.57","13.62","-1.16%"
"05/02/2020","13.78","15.08","15.08","13.78","-5.23%"
"04/02/2020","14.54","15.59","15.59","14.54","-4.91%"
"03/02/2020","15.29","15.42","15.42","15.29","0.53%"
"31/01/2020","15.21","15.26","15.26","15.21","3.96%"
"30/01/2020","14.63","15.09","15.09","14.63","4.20%"
"29/01/2020","14.04","15.09","15.09","14.04","0.00%"
"28/01/2020","14.04","15.26","15.26","14.04","-4.03%"
"27/01/2020","14.63","14.92","14.92","14.63","1.18%"
"24/01/2020","14.46","14.92","14.92","14.46","3.58%"
"23/01/2020","13.96","14.75","14.75","13.96","0.65%"
"22/01/2020","13.87","14.58","14.58","13.87","0.58%"
"21/01/2020","13.79","14.25","14.25","13.79","1.25%"
"20/01/2020","13.62","14.59","14.59","13.62","-1.23%"
"17/01/2020","13.79","14.59","14.59","13.79","0.00%"
"16/01/2020","13.79","14.59","14.59","13.79","0.00%"
"15/01/2020","13.79","14.25","14.25","13.79","5.11%"
"14/01/2020","13.12","14.25","14.25","13.12","0.00%"
"13/01/2020","13.12","14.25","14.25","13.12","1.31%"
"10/01/2020","12.95","14.08","14.08","12.95","3.27%"
"09/01/2020","12.54","14.43","14.43","12.54","-5.07%"
"08/01/2020","13.21","14.60","14.60","13.21","-4.28%"
"07/01/2020","13.80","14.94","14.94","13.80","-1.22%"
"06/01/2020","13.97","14.77","14.77","13.97","4.41%"
"03/01/2020","13.38","14.43","14.43","13.38","1.29%"
"02/01/2020","13.21","14.43","14.43","13.21","0.00%"
"01/01/2020","13.21","14.43","14.43","13.21","0.00%"
"31/12/2019","13.21","14.43","14.43","13.21","0.00%"
"30/12/2019","13.21","14.43","14.43","13.21","0.00%"
"27/12/2019","13.21","14.43","14.43","13.21","0.00%"
"26/12/2019","13.21","14.43","14.43","13.21","0.00%"
"25/12/2019","13.21","14.43","14.43","13.21","0.00%"
"24/12/2019","13.21","14.43","14.43","13.21","0.00%"
"23/12/2019","13.21","14.43","14.43","13.21","0.00%"
"20/12/2019","13.21","14.43","14.43","13.21","0.00%"
"19/12/2019","13.21","14.43","14.43","13.21","0.00%"
"18/12/2019","13.21","14.27","14.27","13.21","0.61%"
"17/12/2019","13.13","14.61","14.61","13.13","-1.28%"
"16/12/2019","13.30","14.61","14.61","13.30","8.13%"
"13/12/2019","12.30","15.11","15.11","12.30","-5.75%"
"12/12/2019","13.05","15.28","15.28","13.05","-4.33%"
"11/12/2019","13.64","15.12","15.12","13.64","0.66%"
"10/12/2019","13.55","15.45","15.45","13.55","-1.24%"
"09/12/2019","13.72","14.31","14.31","13.72","-4.12%"
"06/12/2019","14.31","15.79","15.79","14.31","-0.56%"
"05/12/2019","14.39","15.62","15.62","14.39","0.56%"
"04/12/2019","14.31","16.13","16.13","14.31","1.78%"
"03/12/2019","14.06","15.79","15.79","14.06","1.22%"
"02/12/2019","13.89","15.62","15.62","13.89","0.58%"
"29/11/2019","13.81","15.62","15.62","13.81","-6.75%"
"28/11/2019","14.81","14.31","14.81","14.31","4.66%"
"27/11/2019","14.15","14.88","14.88","14.15","-4.91%"
"26/11/2019","14.88","16.16","16.16","14.88","-7.46%"
"25/11/2019","16.08","16.47","16.47","16.08","-3.89%"
"22/11/2019","16.73","13.50","16.73","13.50","9.70%"
"21/11/2019","15.25","13.63","15.25","13.63","-0.39%"
"20/11/2019","15.31","13.63","15.31","13.63","4.29%"
"19/11/2019","14.68","12.74","14.68","12.74","2.16%"
"18/11/2019","14.37","12.75","14.37","12.75","-3.36%"
"15/11/2019","14.87","13.00","14.87","13.00","-0.87%"
"14/11/2019","15.00","13.00","15.00","13.00","3.45%"
"13/11/2019","14.50","12.50","14.50","12.50","5.45%"
"12/11/2019","13.75","12.87","13.75","12.87","-4.78%"
"11/11/2019","14.44","12.75","14.44","12.75","0.49%"
"08/11/2019","14.37","12.49","14.37","12.49","4.59%"
"07/11/2019","13.74","12.75","13.74","12.75","-0.94%"
"06/11/2019","13.87","12.37","13.87","12.37","1.39%"
"05/11/2019","13.68","12.50","13.68","12.50","-4.00%"
"04/11/2019","14.25","12.88","14.25","12.88","-4.62%"
"01/11/2019","14.94","12.88","14.94","12.88","0.00%"
"31/10/2019","14.94","13.00","14.94","13.00","-0.40%"
"30/10/2019","15.00","12.87","15.00","12.87","3.95%"
"29/10/2019","14.43","12.75","14.43","12.75","4.04%"
"28/10/2019","13.87","12.62","13.87","12.62","0.43%"
"25/10/2019","13.81","12.75","13.81","12.75","-0.43%"
"24/10/2019","13.87","12.75","13.87","12.75","0.00%"
"23/10/2019","13.87","12.38","13.87","12.38","5.24%"
"22/10/2019","13.18","11.62","13.18","11.62","2.89%"
"21/10/2019","12.81","12.00","12.81","12.00","-5.11%"
"18/10/2019","13.50","12.26","13.50","12.26","-0.88%"
"17/10/2019","13.62","15.29","15.29","13.62","-3.68%"
"16/10/2019","14.14","15.61","15.61","14.14","-7.58%"
"15/10/2019","15.30","16.41","16.41","15.30","-5.56%"
"14/10/2019","16.20","16.41","16.41","16.20","0.00%"
"11/10/2019","16.20","16.87","16.87","16.20","-7.06%"
"10/10/2019","17.43","17.20","17.43","17.20","-6.24%"
"09/10/2019","18.59","17.36","18.59","17.36","-3.08%"
"08/10/2019","19.18","17.20","19.18","17.20","3.12%"
"07/10/2019","18.60","17.04","18.60","17.04","0.43%"
"04/10/2019","18.52","17.20","18.52","17.20","2.32%"
"03/10/2019","18.10","16.73","18.10","16.73","1.34%"
"02/10/2019","17.86","16.41","17.86","16.41","6.95%"
"01/10/2019","16.70","16.41","16.70","16.41","0.00%"
"30/09/2019","16.70","16.57","16.70","16.57","-6.07%"
"27/09/2019","17.78","16.73","17.78","16.73","-3.16%"
"26/09/2019","18.36","16.73","18.36","16.73","2.80%"
"25/09/2019","17.86","16.42","17.86","16.42","-1.92%"
"24/09/2019","18.21","16.10","18.21","16.10","3.76%"
"23/09/2019","17.55","15.78","17.55","15.78","0.92%"
"20/09/2019","17.39","15.91","17.39","15.91","48.38%"
"19/09/2019","11.72","10.56","11.72","10.56","-4.56%"
"18/09/2019","12.28","11.19","12.28","11.19","-6.19%"
"17/09/2019","13.09","10.94","13.09","10.94","9.36%"
"16/09/2019","11.97","10.55","11.97","10.55","2.31%"
"13/09/2019","11.70","10.41","11.70","10.41","0.00%"
"12/09/2019","11.70","11.15","11.70","11.15","-6.92%"
"11/09/2019","12.57","11.39","12.57","11.39","-0.95%"
"10/09/2019","12.69","11.40","12.69","11.40","0.00%"
"09/09/2019","12.69","11.39","12.69","11.39","0.00%"
"06/09/2019","12.69","11.51","12.69","11.51","-4.23%"
"05/09/2019","13.25","11.87","13.25","11.87","-4.88%"
"04/09/2019","13.93","12.11","13.93","12.11","-4.26%"
"03/09/2019","14.55","11.63","14.55","11.63","5.28%"
"02/09/2019","13.82","11.63","13.82","11.63","0.00%"
"30/08/2019","13.82","11.40","13.82","11.40","18.12%"
"29/08/2019","11.70","11.63","11.82","11.63","-1.02%"
"28/08/2019","11.82","11.63","11.82","11.63","0.00%"
"27/08/2019","11.82","12.34","12.34","11.82","-6.71%"
"26/08/2019","12.67","12.35","12.67","12.35","0.00%"
"23/08/2019","12.67","11.86","12.67","11.86","-2.01%"
"22/08/2019","12.93","11.87","12.93","11.87","0.00%"
"21/08/2019","12.93","12.35","12.93","12.35","-5.41%"
"20/08/2019","13.67","13.31","13.67","13.31","0.00%"
"19/08/2019","13.67","13.31","13.67","13.31","-14.08%"
"16/08/2019","15.91","13.31","15.91","13.31","-9.86%"
"15/08/2019","17.65","13.53","17.65","13.53","-0.62%"
"14/08/2019","17.76","13.30","17.76","13.30","3.56%"
"13/08/2019","17.15","13.65","17.15","13.65","-1.04%"
"12/08/2019","17.33","13.54","17.33","13.54","0.35%"
"09/08/2019","17.27","12.82","17.27","12.82","12.07%"
"08/08/2019","15.41","15.41","15.41","15.41","-7.45%"
"07/08/2019","16.65","12.11","16.65","12.11","0.73%"
"06/08/2019","16.53","13.55","16.53","13.55","-1.43%"
"05/08/2019","16.77","12.59","16.77","12.59","13.39%"
"02/08/2019","14.79","12.11","14.79","12.11","9.15%"
"01/08/2019","13.55","12.11","13.55","12.11","-3.63%"
"31/07/2019","14.06","12.11","14.06","12.11","0.07%"
"30/07/2019","14.05","11.63","14.05","11.63","9.68%"
"29/07/2019","12.81","11.27","12.81","11.27","5.61%"
"26/07/2019","12.13","10.92","12.13","10.92","10.68%"
"25/07/2019","10.96","10.92","10.96","10.92","0.00%"
"24/07/2019","10.96","11.40","11.40","10.96","7.45%"
"23/07/2019","10.20","12.12","12.12","10.20","-11.76%"
"22/07/2019","11.56","12.00","12.00","11.56","-4.62%"
"19/07/2019","12.12","12.37","12.37","12.12","-0.49%"
"18/07/2019","12.18","12.00","12.18","12.00","5.91%"
"17/07/2019","11.50","11.52","11.52","11.50","2.13%"
"16/07/2019","11.26","11.64","11.64","11.26","0.00%"
"15/07/2019","11.26","11.64","11.64","11.26","-4.74%"
"12/07/2019","11.82","12.36","12.36","11.82","-6.78%"
"11/07/2019","12.68","12.61","12.68","12.61","-4.66%"
"10/07/2019","13.30","12.60","13.30","12.60","-0.89%"
"09/07/2019","13.42","12.60","13.42","12.60","4.84%"
"08/07/2019","12.80","11.65","12.80","11.65","8.20%"
"05/07/2019","11.83","11.44","11.83","11.44","0.94%"
"04/07/2019","11.72","11.45","11.72","11.45","0.00%"
"03/07/2019","11.72","11.68","11.72","11.68","-5.02%"
"02/07/2019","12.34","13.78","13.78","12.34","3.26%"
"01/07/2019","11.95","13.78","13.78","11.95","-12.20%"
"28/06/2019","13.61","13.78","13.78","13.61","-1.23%"
"27/06/2019","13.78","12.79","13.78","12.79","-4.24%"
"26/06/2019","14.39","12.90","14.39","12.90","-0.42%"
"25/06/2019","14.45","12.79","14.45","12.79","0.42%"
"24/06/2019","14.39","13.01","14.39","13.01","25.13%"
"21/06/2019","11.50","13.13","13.13","11.50","-0.52%"
"20/06/2019","11.56","13.46","13.46","11.56","-5.48%"
"19/06/2019","12.23","14.47","14.47","12.23","-10.99%"
"18/06/2019","13.74","15.12","15.12","13.74","-14.45%"
"17/06/2019","16.06","15.12","16.06","15.12","-5.86%"
"14/06/2019","17.06","15.12","17.06","15.12","0.00%"
"13/06/2019","17.06","15.12","17.06","15.12","0.00%"
"12/06/2019","17.06","13.64","17.06","13.64","4.53%"
"11/06/2019","16.32","14.04","16.32","14.04","-4.11%"
"10/06/2019","17.02","15.06","17.02","15.06","-3.68%"
"07/06/2019","17.67","15.06","17.67","15.06","-9.52%"
"06/06/2019","19.53","14.86","19.53","14.86","0.51%"
"05/06/2019","19.43","16.28","19.43","16.28","-5.59%"
"04/06/2019","20.58","16.28","20.58","16.28","-9.10%"
"03/06/2019","22.64","16.08","22.64","16.08","0.44%"
"31/05/2019","22.54","15.88","22.54","15.88","2.73%"
"30/05/2019","21.94","15.68","21.94","15.68","-2.88%"
"29/05/2019","22.59","15.68","22.59","15.68","3.43%"
"28/05/2019","21.84","15.98","21.84","15.98","0.00%"
"27/05/2019","21.84","15.68","21.84","15.68","0.00%"
"24/05/2019","21.84","15.98","21.84","15.98","-2.89%"
"23/05/2019","22.49","15.58","22.49","15.58","5.64%"
"22/05/2019","21.29","15.27","21.29","15.27","5.71%"
"21/05/2019","20.14","15.28","20.14","15.28","-2.42%"
"20/05/2019","20.64","15.08","20.64","15.08","8.40%"
"17/05/2019","19.04","19.04","19.04","19.04","3.31%"
"16/05/2019","18.43","15.08","15.08","15.08","-4.90%"
"15/05/2019","19.38","14.57","19.38","14.57","6.02%"
"14/05/2019","18.28","14.77","18.28","14.77","-0.87%"
"13/05/2019","18.44","13.65","18.44","13.65","6.10%"
"10/05/2019","17.38","14.77","17.38","14.77","-2.80%"
"09/05/2019","17.88","13.65","17.88","13.65","20.57%"
"08/05/2019","14.83","13.45","14.83","13.45","0.75%"
"07/05/2019","14.72","12.64","14.72","12.64","14.82%"
"06/05/2019","12.82","12.64","12.82","12.64","0.00%"
"03/05/2019","12.82","13.86","13.86","12.82","-4.54%"
"02/05/2019","13.43","15.14","15.14","13.43","-4.55%"
"01/05/2019","14.07","15.14","15.14","14.07","-3.37%"
"30/04/2019","14.56","17.63","17.63","14.56","-7.91%"
"29/04/2019","15.81","18.18","18.18","15.81","-4.70%"
"26/04/2019","16.59","18.74","18.74","16.59","-4.49%"
"25/04/2019","17.37","17.64","17.64","17.37","9.80%"
"24/04/2019","15.82","18.29","18.29","15.82","-1.98%"
"23/04/2019","16.14","17.87","17.87","16.14","4.60%"
"22/04/2019","15.43","17.87","17.87","15.43","0.00%"
"19/04/2019","15.43","17.87","17.87","15.43","0.00%"
"18/04/2019","15.43","18.15","18.15","15.43","-3.98%"
"17/04/2019","16.07","18.15","18.15","16.07","-3.02%"
"16/04/2019","16.57","18.15","18.15","16.57","-2.93%"
"15/04/2019","17.07","17.80","17.80","17.07","4.34%"
"12/04/2019","16.36","17.67","17.67","16.36","-8.24%"
"11/04/2019","17.83","18.67","18.67","17.83","-7.76%"
"10/04/2019","19.33","19.67","19.67","19.33","-2.52%"
"09/04/2019","19.83","20.67","20.67","19.83","-4.80%"
"08/04/2019","20.83","19.67","20.83","19.67","2.46%"
"05/04/2019","20.33","22.66","22.66","20.33","-10.95%"
"04/04/2019","22.83","21.66","22.83","21.66","4.58%"
"03/04/2019","21.83","23.66","23.66","21.83","-10.28%"
"02/04/2019","24.33","23.66","24.33","23.66","0.00%"
"01/04/2019","24.33","26.65","26.65","24.33","-9.32%"
"29/03/2019","26.83","27.65","27.65","26.83","-6.90%"
"28/03/2019","28.82","27.65","28.82","27.65","-0.03%"
"27/03/2019","28.83","28.65","28.83","28.65","-1.67%"
"26/03/2019","29.32","32.64","32.64","29.32","-10.66%"
"25/03/2019","32.82","29.64","32.82","29.64","8.25%"
"22/03/2019","30.32","27.65","30.32","27.65","13.05%"
"21/03/2019","26.82","20.66","26.82","20.66","25.74%"
"20/03/2019","21.33","18.84","21.33","18.84","49.27%"
"19/03/2019","14.29","14.59","14.59","14.29","-9.50%"
"18/03/2019","15.79","14.59","15.79","14.59","3.27%"
"15/03/2019","15.29","14.59","15.29","14.59","0.00%"
"14/03/2019","15.29","15.59","15.59","15.29","-8.93%"
"13/03/2019","16.79","17.59","17.59","16.79","-10.64%"
"12/03/2019","18.79","20.08","20.08","18.79","-10.69%"
"11/03/2019","21.04","23.57","23.57","21.04","-13.34%"
"08/03/2019","24.28","22.57","24.28","22.57","8.98%"
"07/03/2019","22.28","14.09","22.28","14.09","2.25%"
"06/03/2019","21.79","22.57","22.57","21.79","-2.20%"
"05/03/2019","22.28","21.58","22.28","21.58","2.25%"
"04/03/2019","21.79","21.58","21.79","21.58","0.00%"
"01/03/2019","21.79","20.58","21.79","20.58","2.35%"
"28/02/2019","21.29","11.59","21.29","11.59","48.99%"
"27/02/2019","14.29","14.09","14.29","14.09","-16.14%"
"26/02/2019","17.04","20.09","20.09","17.04","0.00%"
"25/02/2019","17.04","20.09","20.54","20.09","-17.04%"
"22/02/2019","20.54","20.09","20.54","20.09","-4.64%"
"21/02/2019","21.54","20.59","21.54","20.59","0.00%"
"20/02/2019","21.54","20.59","21.54","20.59","-5.48%"
"19/02/2019","22.79","22.58","22.79","22.58","-6.18%"
"18/02/2019","24.29","23.58","24.29","23.58","-3.95%"
"15/02/2019","25.29","25.58","25.58","25.29","-5.60%"
"14/02/2019","26.79","23.58","26.79","23.58","5.93%"
"13/02/2019","25.29","24.58","25.29","24.58","-1.94%"
"12/02/2019","25.79","26.58","26.58","25.79","-7.20%"
"11/02/2019","27.79","27.58","27.79","27.58","-3.47%"
"08/02/2019","28.79","25.58","28.79","25.58","9.51%"
"07/02/2019","26.29","19.59","26.29","19.59","17.95%"
"06/02/2019","22.29","19.59","22.29","19.59","-4.29%"
"05/02/2019","23.29","25.08","25.08","23.29","-13.87%"
"04/02/2019","27.04","22.59","27.04","22.59","9.08%"
"01/02/2019","24.79","26.58","26.58","24.79","-3.88%"
"31/01/2019","25.79","26.58","26.58","25.79","-1.90%"
"30/01/2019","26.29","28.58","28.58","26.29","-5.40%"
"29/01/2019","27.79","35.08","35.08","27.79","0.00%"
"28/01/2019","27.79","26.58","27.79","26.58","1.83%"
"25/01/2019","27.29","31.58","31.58","27.29","-14.16%"
"24/01/2019","31.79","33.57","33.57","31.79","-4.51%"
"23/01/2019","33.29","35.08","35.08","33.29","-3.62%"
"22/01/2019","34.54","33.58","34.54","33.58","5.34%"
"21/01/2019","32.79","35.08","35.08","32.79","-5.07%"
"18/01/2019","34.54","37.57","37.57","34.54","-6.09%"
"17/01/2019","36.78","35.08","36.78","35.08","0.66%"
"16/01/2019","36.54","52.56","52.56","36.54","-23.52%"
"15/01/2019","47.78","55.05","55.05","47.78","-4.48%"
"14/01/2019","50.02","57.05","57.05","50.02","1.01%"
"11/01/2019","49.52","57.55","57.55","49.52","-5.26%"
"10/01/2019","52.27","55.05","55.05","52.27","3.46%"
"09/01/2019","50.52","57.54","57.54","50.52","-6.04%"
"08/01/2019","53.77","60.04","60.04","53.77","-4.02%"
"07/01/2019","56.02","60.04","60.04","56.02","0.90%"
"04/01/2019","55.52","57.05","57.05","55.52","0.91%"
"03/01/2019","55.02","54.05","55.02","54.05","3.77%"
"02/01/2019","53.02","54.05","54.05","53.02","0.00%"
"01/01/2019","53.02","54.05","54.05","53.02","0.00%"
"31/12/2018","53.02","54.05","54.05","53.02","0.00%"
"28/12/2018","53.02","54.05","54.05","53.02","1.92%"
"27/12/2018","52.02","54.05","54.05","52.02","0.97%"
"26/12/2018","51.52","54.05","54.05","51.52","0.00%"
"25/12/2018","51.52","54.05","54.05","51.52","0.00%"
"24/12/2018","51.52","42.56","51.52","42.56","0.00%"
"21/12/2018","51.52","42.56","51.52","42.56","3.00%"
"20/12/2018","50.02","42.57","50.02","42.57","9.26%"
"19/12/2018","45.78","42.56","45.78","42.56","-5.65%"
"18/12/2018","48.52","42.56","48.52","42.56","8.35%"
"17/12/2018","44.78","42.56","44.78","42.56","0.00%"
"14/12/2018","44.78","42.57","44.78","42.57","1.13%"
"13/12/2018","44.28","42.56","44.28","42.56","-5.85%"
"12/12/2018","47.03","42.56","47.03","42.56","-3.57%"
"11/12/2018","48.77","42.57","48.77","42.57","-0.51%"
"10/12/2018","49.02","42.57","49.02","42.57","5.92%"
"07/12/2018","46.28","42.56","46.28","42.56","-5.59%"
"06/12/2018","49.02","42.57","49.02","42.57","9.47%"
"05/12/2018","44.78","42.56","44.78","42.56","11.17%"
"04/12/2018","40.28","42.56","42.56","40.28","-1.23%"
"03/12/2018","40.78","42.57","42.57","42.57","-2.39%"
"30/11/2018","41.78","42.57","42.57","41.78","2.45%"
"29/11/2018","40.78","42.57","42.57","40.78","1.24%"
"28/11/2018","40.28","42.57","42.57","40.28","0.00%"
"27/11/2018","40.28","41.07","41.07","40.28","5.92%"
"26/11/2018","38.03","44.07","44.07","38.03","-3.79%"
"23/11/2018","39.53","35.58","39.53","35.58","13.62%"
"22/11/2018","34.79","35.58","35.58","34.79","1.46%"
"21/11/2018","34.29","35.58","35.58","34.29","0.00%"
"20/11/2018","34.29","32.29","34.58","32.29","6.19%"
"19/11/2018","32.29","32.29","32.29","32.29","16.19%"
"16/11/2018","27.79","28.59","28.59","27.79","-3.47%"
"15/11/2018","28.79","26.09","28.79","26.09","6.47%"
"14/11/2018","27.04","24.10","27.04","24.10","5.83%"
"13/11/2018","25.55","25.09","25.55","25.09","-1.92%"
"12/11/2018","26.05","23.10","26.05","23.10","10.62%"
"09/11/2018","23.55","23.10","23.55","23.10","2.17%"
"08/11/2018","23.05","20.10","23.05","20.10","9.50%"
"07/11/2018","21.05","23.10","23.10","21.05","-8.68%"
"06/11/2018","23.05","21.60","23.05","21.60","4.54%"
"05/11/2018","22.05","21.60","22.05","21.60","-3.29%"
"02/11/2018","22.80","23.10","23.10","22.80","-5.20%"
"01/11/2018","24.05","24.10","24.10","24.05","-3.99%"
"31/10/2018","25.05","27.60","27.60","25.05","-8.24%"
"30/10/2018","27.30","26.10","27.30","26.10","2.82%"
"29/10/2018","26.55","27.60","27.60","26.55","-4.50%"
"26/10/2018","27.80","24.10","27.80","24.10","13.24%"
"25/10/2018","24.55","24.10","24.55","24.10","0.00%"
"24/10/2018","24.55","24.10","24.55","24.10","0.00%"
"23/10/2018","24.55","22.60","24.55","22.60","10.09%"
"22/10/2018","22.30","24.10","24.10","22.30","-7.28%"
"19/10/2018","24.05","27.10","27.10","24.05","-5.87%"
"18/10/2018","25.55","24.10","25.55","24.10","8.49%"
"17/10/2018","23.55","23.09","23.55","23.09","5.61%"
"16/10/2018","22.30","23.09","23.09","22.30","-5.27%"
"15/10/2018","23.54","23.09","23.54","23.09","0.00%"
"12/10/2018","23.54","23.09","23.54","23.09","-2.08%"
"11/10/2018","24.04","20.09","24.04","20.09","11.61%"
"10/10/2018","21.54","23.60","23.60","21.54","-5.53%"
"09/10/2018","22.80","24.60","24.60","22.80","-4.20%"
"08/10/2018","23.80","23.60","23.80","23.60","6.73%"
"05/10/2018","22.30","22.61","22.61","22.30","2.29%"
"04/10/2018","21.80","20.11","21.80","20.11","6.08%"
"03/10/2018","20.55","21.11","21.11","20.55","-4.64%"
"02/10/2018","21.55","20.11","21.55","20.11","7.48%"
"01/10/2018","20.05","20.11","20.11","20.05","0.00%"
"28/09/2018","20.05","18.61","20.05","18.61","6.65%"
"27/09/2018","18.80","19.11","19.11","18.80","-1.31%"
"26/09/2018","19.05","19.11","19.11","19.05","0.00%"
"25/09/2018","19.05","19.11","19.11","19.05","0.00%"
"24/09/2018","19.05","19.11","19.11","19.05","0.00%"
"21/09/2018","19.05","19.11","19.11","19.05","0.00%"
"20/09/2018","19.05","19.79","19.79","19.05","40.80%"
"19/09/2018","13.53","14.05","14.05","13.53","0.07%"
"18/09/2018","13.52","13.56","13.56","13.52","25.42%"
"17/09/2018","10.78","15.06","15.06","10.78","-10.39%"
"14/09/2018","12.03","14.06","14.06","12.03","0.00%"
"13/09/2018","12.03","15.06","15.06","12.03","-7.67%"
"12/09/2018","13.03","15.06","15.06","13.03","0.00%"
"11/09/2018","13.03","15.06","15.06","13.03","-3.70%"
"10/09/2018","13.53","17.56","17.56","13.53","-14.26%"
"07/09/2018","15.78","20.06","20.06","15.78","-9.98%"
"06/09/2018","17.53","20.06","20.06","17.53","-2.77%"
"05/09/2018","18.03","21.06","21.06","18.03","-5.25%"
"04/09/2018","19.03","22.56","22.56","19.03","-3.79%"
"03/09/2018","19.78","22.56","22.56","19.78","0.00%"
"31/08/2018","19.78","22.56","22.56","19.78","2.59%"
"30/08/2018","19.28","20.06","20.06","19.28","6.93%"
"29/08/2018","18.03","20.06","20.06","18.03","2.85%"
"28/08/2018","17.53","20.06","20.06","17.53","0.00%"
"27/08/2018","17.53","20.06","20.06","17.53","0.00%"
"24/08/2018","17.53","20.06","20.06","17.53","0.00%"
"23/08/2018","17.53","19.06","19.06","17.53","2.94%"
"22/08/2018","17.03","13.57","17.03","13.57","15.22%"
"21/08/2018","14.78","15.07","15.07","14.78","-10.59%"
