"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"14/08/2025","235.63","233.12","235.84","233.10","","1.19%"
"13/08/2025","232.86","231.10","233.19","231.10","","0.86%"
"12/08/2025","230.87","230.57","231.76","229.88","","0.32%"
"11/08/2025","230.13","229.33","230.47","227.28","","0.51%"
"08/08/2025","228.97","224.99","229.18","224.72","","1.89%"
"07/08/2025","224.73","220.82","224.83","220.82","","1.97%"
"06/08/2025","220.38","217.89","220.38","217.89","","1.31%"
"05/08/2025","217.53","218.56","219.25","216.21","","-0.21%"
"04/08/2025","217.98","212.64","218.00","212.64","","2.68%"
"01/08/2025","212.29","218.93","218.93","210.86","","-3.39%"
"31/07/2025","219.74","219.31","222.12","218.84","","0.74%"
"30/07/2025","218.13","214.39","218.13","213.58","","1.38%"
"29/07/2025","215.17","211.68","216.06","211.68","","1.72%"
"28/07/2025","211.53","212.29","214.74","211.16","","-0.09%"
"25/07/2025","211.72","211.72","212.44","210.48","","-0.17%"
"24/07/2025","212.08","209.41","212.42","209.41","","2.17%"
"23/07/2025","207.57","204.83","208.10","204.83","","1.87%"
"22/07/2025","203.75","204.01","204.67","202.15","","-0.40%"
"21/07/2025","204.56","204.19","204.62","202.08","","0.09%"
"18/07/2025","204.37","204.44","205.13","203.68","","0.11%"
"17/07/2025","204.14","203.51","204.14","202.42","","0.86%"
"16/07/2025","202.39","202.42","204.42","202.15","","-0.14%"
"15/07/2025","202.67","205.38","206.24","202.14","","-1.11%"
"14/07/2025","204.94","202.42","205.10","201.44","","0.38%"
"11/07/2025","204.16","207.42","207.50","202.88","","-1.77%"
"10/07/2025","207.84","211.25","211.57","207.84","","-1.63%"
"09/07/2025","211.28","207.34","211.28","207.34","","2.65%"
"08/07/2025","205.82","204.25","206.60","204.25","","0.80%"
"07/07/2025","204.19","201.01","204.19","200.98","","1.61%"
"04/07/2025","200.96","203.31","203.66","199.91","","-1.33%"
"03/07/2025","203.67","201.83","203.67","200.76","","1.12%"
"02/07/2025","201.42","199.28","202.30","199.28","","1.50%"
"01/07/2025","198.44","200.93","201.01","198.13","","-1.27%"
"30/06/2025","200.99","201.84","201.92","198.43","","-0.27%"
"27/06/2025","201.53","198.79","201.53","198.54","","1.72%"
"26/06/2025","198.13","198.58","199.66","197.41","","-0.06%"
"25/06/2025","198.25","201.07","201.08","197.06","","-1.26%"
"24/06/2025","200.79","197.07","201.39","197.07","","2.94%"
"23/06/2025","195.05","196.36","197.54","193.73","","-1.07%"
"20/06/2025","197.15","196.28","199.44","196.28","","0.78%"
"19/06/2025","195.63","199.33","199.33","195.63","","-1.95%"
"18/06/2025","199.52","198.14","199.87","197.36","","0.63%"
"17/06/2025","198.28","202.03","202.03","197.50","","-2.29%"
"16/06/2025","202.93","198.38","202.93","198.38","","2.44%"
"13/06/2025","198.09","199.66","199.66","196.60","","-1.46%"
"12/06/2025","201.03","199.74","201.82","198.23","","0.10%"
"11/06/2025","200.83","200.59","202.04","199.54","","0.14%"
"10/06/2025","200.54","204.23","204.30","200.43","","-1.90%"
"09/06/2025","204.43","204.19","204.73","203.07","","0.11%"
"06/06/2025","204.21","202.93","204.91","202.02","","0.59%"
"05/06/2025","203.02","199.93","203.02","199.36","","1.49%"
"04/06/2025","200.03","202.37","203.24","199.07","","-0.75%"
"03/06/2025","201.55","201.77","202.14","198.34","","0.03%"
"02/06/2025","201.49","200.68","202.41","199.43","","0.06%"
"30/05/2025","201.37","201.12","202.61","200.77","","0.22%"
"29/05/2025","200.93","201.72","202.94","200.66","","0.19%"
"28/05/2025","200.54","202.20","203.57","200.54","","-0.77%"
"27/05/2025","202.09","201.39","202.45","200.93","","0.38%"
"26/05/2025","201.33","200.64","202.39","200.64","","1.11%"
"23/05/2025","199.11","203.82","205.20","194.18","","-2.37%"
"22/05/2025","203.95","204.14","204.14","201.99","","-0.23%"
"21/05/2025","204.43","204.26","205.51","203.39","","0.11%"
"20/05/2025","204.21","202.11","204.85","202.11","","1.21%"
"19/05/2025","201.77","199.92","202.21","199.92","","-0.18%"
"16/05/2025","202.13","201.62","202.14","200.73","","0.24%"
"15/05/2025","201.64","201.57","201.98","200.40","","-0.19%"
"14/05/2025","202.03","199.25","202.03","199.07","","1.43%"
"13/05/2025","199.19","198.86","199.47","198.48","","0.06%"
"12/05/2025","199.08","195.58","199.81","195.58","","2.07%"
"09/05/2025","195.05","193.51","195.11","193.32","","0.91%"
"08/05/2025","193.30","190.20","193.30","190.20","","2.00%"
"07/05/2025","189.51","189.75","190.81","189.16","","-0.16%"
"06/05/2025","189.81","190.39","191.29","186.72","","-0.28%"
"05/05/2025","190.35","189.72","190.48","189.13","","0.59%"
"02/05/2025","189.24","185.97","189.29","185.97","","2.38%"
"30/04/2025","184.84","188.35","189.02","181.44","","-1.90%"
"29/04/2025","188.42","187.04","189.69","186.92","","0.88%"
"28/04/2025","186.78","185.18","187.55","185.18","","1.10%"
"25/04/2025","184.75","182.20","184.75","182.19","","1.66%"
"24/04/2025","181.73","182.73","182.99","180.69","","-1.02%"
"23/04/2025","183.60","177.95","184.32","177.95","","3.44%"
"22/04/2025","177.50","175.64","178.02","175.36","","0.56%"
"17/04/2025","176.52","178.57","179.06","175.20","","-1.08%"
"16/04/2025","178.44","176.97","178.44","174.71","","0.60%"
"15/04/2025","177.37","172.61","177.67","172.61","","2.89%"
"14/04/2025","172.38","169.60","173.09","169.60","","3.50%"
"11/04/2025","166.55","167.94","169.41","164.06","","-0.42%"
"10/04/2025","167.25","161.26","175.66","161.26","","5.52%"
"09/04/2025","158.50","158.73","160.69","155.71","","-2.41%"
"08/04/2025","162.42","159.40","165.37","157.27","","2.58%"
"07/04/2025","158.34","163.48","165.21","150.04","","-3.80%"
"04/04/2025","164.59","177.57","177.57","160.71","","-8.41%"
"03/04/2025","179.71","186.11","186.11","179.65","","-4.94%"
"02/04/2025","189.05","188.82","189.23","186.42","","-0.27%"
"01/04/2025","189.57","186.97","190.12","186.81","","1.79%"
"31/03/2025","186.24","188.64","188.64","184.27","","-1.96%"
"28/03/2025","189.96","193.09","193.09","189.43","","-2.17%"
"27/03/2025","194.18","194.95","195.52","191.09","","-0.82%"
"26/03/2025","195.78","197.59","198.45","194.85","","-1.01%"
"25/03/2025","197.77","194.46","197.79","194.46","","2.11%"
"24/03/2025","193.69","193.47","195.99","193.42","","0.40%"
"21/03/2025","192.92","192.15","193.70","190.09","","-0.12%"
"20/03/2025","193.15","197.76","197.78","191.64","","-2.24%"
"19/03/2025","197.58","197.59","198.05","196.11","","-0.11%"
"18/03/2025","197.79","193.40","197.79","193.40","","2.48%"
"17/03/2025","193.01","190.96","193.59","190.41","","1.05%"
"14/03/2025","191.00","186.31","191.84","184.69","","2.57%"
"13/03/2025","186.22","186.99","188.18","185.00","","-0.59%"
"12/03/2025","187.33","185.61","189.00","185.61","","1.70%"
"11/03/2025","184.19","187.51","188.28","182.73","","-1.68%"
"10/03/2025","187.33","193.38","193.80","186.36","","-2.89%"
"07/03/2025","192.90","192.36","194.41","191.26","","-0.41%"
"06/03/2025","193.70","189.80","194.41","189.80","","2.56%"
"05/03/2025","188.87","182.76","189.97","182.76","","5.17%"
"04/03/2025","179.59","185.45","185.45","178.30","","-4.07%"
"03/03/2025","187.20","184.23","188.57","182.54","","1.61%"
"28/02/2025","184.23","184.30","184.30","182.14","","-0.14%"
"27/02/2025","184.49","184.76","185.53","182.87","","-0.32%"
"26/02/2025","185.09","181.06","185.09","181.06","","2.44%"
"25/02/2025","180.69","177.65","182.29","177.51","","1.64%"
"24/02/2025","177.78","177.07","178.73","175.87","","0.51%"
"21/02/2025","176.88","175.71","176.90","175.29","","0.79%"
"20/02/2025","175.49","175.47","177.24","175.30","","0.04%"
"19/02/2025","175.42","177.78","178.84","175.27","","-1.58%"
"18/02/2025","178.24","175.14","178.24","175.14","","1.96%"
"17/02/2025","174.81","173.62","176.14","173.62","","0.82%"
"14/02/2025","173.39","172.22","173.83","171.88","","0.71%"
"13/02/2025","172.17","173.70","173.90","171.37","","-0.36%"
"12/02/2025","172.80","171.03","173.60","171.03","","1.15%"
"11/02/2025","170.83","168.40","170.83","167.54","","1.53%"
"10/02/2025","168.25","168.98","169.36","168.03","","-0.44%"
"07/02/2025","168.99","169.26","169.61","168.05","","0.05%"
"06/02/2025","168.91","163.09","169.00","163.09","","3.71%"
"05/02/2025","162.87","162.65","164.25","161.87","","0.69%"
"04/02/2025","161.75","159.28","161.75","158.57","","1.68%"
"03/02/2025","159.08","159.54","159.91","157.17","","-1.73%"
"31/01/2025","161.88","163.01","163.62","161.63","","-0.58%"
"30/01/2025","162.83","163.16","163.66","161.69","","0.09%"
"29/01/2025","162.68","161.12","162.91","160.70","","1.07%"
"28/01/2025","160.96","160.46","161.70","159.84","","0.40%"
"27/01/2025","160.32","159.17","160.96","158.86","","0.12%"
"24/01/2025","160.12","160.29","161.25","159.75","","0.28%"
"23/01/2025","159.67","156.68","159.74","156.68","","2.02%"
"22/01/2025","156.51","158.12","158.33","156.14","","-0.96%"
"21/01/2025","158.02","158.40","158.40","157.20","","-0.15%"
"20/01/2025","158.25","156.67","158.81","156.67","","1.22%"
"17/01/2025","156.34","156.06","156.88","155.61","","0.60%"
"16/01/2025","155.40","156.13","156.58","155.05","","0.00%"
"15/01/2025","155.40","153.86","155.86","153.44","","1.20%"
"14/01/2025","153.55","151.81","154.32","151.81","","1.68%"
"13/01/2025","151.02","150.08","151.03","149.07","","0.69%"
"10/01/2025","149.99","150.63","151.68","149.65","","-0.31%"
"09/01/2025","150.46","149.37","150.53","147.91","","0.49%"
"08/01/2025","149.73","148.94","150.90","148.36","","0.58%"
"07/01/2025","148.87","148.31","149.55","146.35","","0.32%"
"06/01/2025","148.39","145.48","148.44","145.26","","2.29%"
"03/01/2025","145.07","145.49","145.91","144.60","","-0.24%"
"02/01/2025","145.42","146.23","146.97","141.48","","-0.42%"
"31/12/2024","146.04","145.33","146.12","145.18","","0.47%"
"30/12/2024","145.35","144.67","146.05","144.12","","0.37%"
"27/12/2024","144.82","144.82","144.82","144.82","","1.29%"
"24/12/2024","142.97","143.16","143.39","142.97","","0.03%"
"23/12/2024","142.92","142.97","143.23","142.11","","-0.01%"
"20/12/2024","142.93","143.73","143.73","141.03","","-0.85%"
"19/12/2024","144.15","145.33","145.33","143.42","","-1.28%"
"18/12/2024","146.02","144.89","146.84","144.60","","0.82%"
"17/12/2024","144.83","147.34","147.34","144.66","","-1.83%"
"16/12/2024","147.53","147.41","148.46","147.04","","0.14%"
"13/12/2024","147.32","146.84","147.85","146.79","","0.43%"
"12/12/2024","146.69","146.44","147.37","146.17","","0.27%"
"11/12/2024","146.30","146.56","147.21","145.75","","-0.22%"
"10/12/2024","146.62","146.43","147.12","146.08","","0.15%"
"09/12/2024","146.40","146.03","147.01","146.03","","0.35%"
"06/12/2024","145.89","146.07","147.13","145.56","","-0.24%"
"05/12/2024","146.24","141.81","146.29","141.81","","3.14%"
"04/12/2024","141.79","140.99","142.77","140.99","","0.67%"
"03/12/2024","140.84","139.61","141.96","139.61","","1.09%"
"02/12/2024","139.32","138.79","140.14","137.60","","0.09%"
"29/11/2024","139.19","138.23","139.51","137.55","","0.62%"
"28/11/2024","138.33","137.27","138.89","137.27","","0.84%"
"27/11/2024","137.18","137.67","137.67","135.66","","-0.57%"
"26/11/2024","137.96","139.24","139.24","137.43","","-1.19%"
"25/11/2024","139.62","140.69","140.95","138.68","","-0.44%"
"22/11/2024","140.24","142.89","143.89","138.05","","-1.76%"
"21/11/2024","142.75","142.87","143.23","140.88","","0.01%"
"20/11/2024","142.74","144.06","144.81","142.07","","-0.45%"
"19/11/2024","143.39","145.85","146.10","140.83","","-1.70%"
"18/11/2024","145.87","144.87","145.88","144.63","","0.06%"
"15/11/2024","145.78","144.56","146.39","144.01","","0.64%"
"14/11/2024","144.85","142.61","145.19","142.61","","1.81%"
"13/11/2024","142.28","142.54","143.92","141.13","","-0.21%"
"12/11/2024","142.58","144.69","145.29","142.43","","-2.10%"
"11/11/2024","145.64","143.86","145.89","143.86","","1.55%"
"08/11/2024","143.42","144.74","144.74","142.48","","-0.91%"
"07/11/2024","144.74","145.58","146.56","144.74","","-0.01%"
"06/11/2024","144.76","149.44","150.27","144.20","","-3.05%"
"05/11/2024","149.31","148.57","149.47","148.19","","0.37%"
"04/11/2024","148.76","148.08","149.36","147.79","","0.45%"
"01/11/2024","148.10","145.40","148.46","145.40","","1.96%"
"31/10/2024","145.26","143.65","146.04","142.56","","0.32%"
"30/10/2024","144.79","145.25","145.39","143.33","","-0.74%"
"29/10/2024","145.87","146.63","147.08","145.55","","-0.24%"
"28/10/2024","146.22","145.40","146.31","144.27","","0.99%"
"25/10/2024","144.79","144.70","146.28","144.70","","0.09%"
"24/10/2024","144.66","145.70","146.58","144.66","","-0.71%"
"23/10/2024","145.70","145.95","146.34","145.32","","-0.49%"
"22/10/2024","146.42","146.35","146.62","144.73","","-0.05%"
"21/10/2024","146.50","147.99","147.99","146.34","","-1.08%"
"18/10/2024","148.10","146.75","148.88","146.05","","0.73%"
"17/10/2024","147.02","146.29","148.04","146.29","","0.80%"
"16/10/2024","145.85","146.08","146.56","144.39","","-0.29%"
"15/10/2024","146.27","146.18","146.54","144.98","","0.17%"
"14/10/2024","146.02","145.25","146.02","144.69","","0.62%"
"11/10/2024","145.12","144.25","145.35","143.89","","0.61%"
"10/10/2024","144.24","143.80","144.78","143.55","","0.39%"
"09/10/2024","143.68","143.58","143.68","141.91","","-0.02%"
"08/10/2024","143.71","143.83","144.13","142.81","","-0.53%"
"07/10/2024","144.47","143.22","144.85","142.71","","1.22%"
"04/10/2024","142.73","140.31","143.74","140.31","","1.76%"
"03/10/2024","140.26","140.78","141.07","139.01","","-0.48%"
"02/10/2024","140.93","140.94","142.26","140.04","","-0.09%"
"01/10/2024","141.06","145.34","145.71","140.22","","-2.84%"
"30/09/2024","145.19","147.02","147.02","144.67","","-1.44%"
"27/09/2024","147.31","147.24","147.59","146.33","","-0.16%"
"26/09/2024","147.55","144.38","147.73","144.38","","2.67%"
"25/09/2024","143.71","143.83","145.02","142.66","","-0.37%"
"24/09/2024","144.24","143.84","145.49","143.73","","0.62%"
"23/09/2024","143.35","146.11","146.16","142.83","","-1.82%"
"20/09/2024","146.01","146.10","147.33","145.51","","-0.10%"
"19/09/2024","146.16","145.02","146.16","144.50","","1.46%"
"18/09/2024","144.06","144.04","144.84","143.74","","0.09%"
"17/09/2024","143.93","142.79","144.48","142.79","","1.15%"
"16/09/2024","142.29","141.89","142.80","141.30","","0.06%"
"13/09/2024","142.21","141.16","142.76","140.93","","0.77%"
"12/09/2024","141.13","139.54","141.66","139.43","","1.64%"
"11/09/2024","138.85","138.67","140.79","137.51","","0.27%"
"10/09/2024","138.47","140.59","141.57","138.15","","-1.49%"
"09/09/2024","140.57","139.04","141.27","139.04","","1.20%"
"06/09/2024","138.91","141.09","141.95","138.68","","-1.81%"
"05/09/2024","141.47","139.52","142.75","139.18","","1.12%"
"04/09/2024","139.90","139.82","140.82","138.37","","-0.50%"
"03/09/2024","140.61","143.37","143.97","139.85","","-1.87%"
"02/09/2024","143.29","143.41","144.17","142.27","","-0.01%"
"30/08/2024","143.31","142.37","143.31","142.37","","0.82%"
"29/08/2024","142.15","141.48","142.87","141.48","","0.45%"
"28/08/2024","141.52","141.49","141.96","140.55","","0.10%"
"27/08/2024","141.38","140.27","141.62","140.23","","0.83%"
"26/08/2024","140.21","140.45","140.65","139.68","","-0.21%"
"23/08/2024","140.50","139.26","140.53","139.26","","1.04%"
"22/08/2024","139.06","138.38","139.42","137.90","","0.46%"
"21/08/2024","138.42","137.78","139.10","137.45","","0.38%"
"20/08/2024","137.89","139.48","139.73","137.45","","-0.98%"
"19/08/2024","139.26","138.19","139.84","138.19","","0.92%"
"16/08/2024","137.99","136.93","138.21","136.93","","1.08%"
"15/08/2024","136.52","134.30","136.68","134.24","","1.76%"
"14/08/2024","134.16","134.12","134.50","133.84","","0.40%"
"13/08/2024","133.63","133.55","134.19","132.79","","0.25%"
"12/08/2024","133.30","133.61","134.34","132.89","","0.19%"
"09/08/2024","133.05","132.85","134.32","132.14","","0.57%"
"08/08/2024","132.29","132.31","133.12","130.00","","-0.23%"
"07/08/2024","132.60","130.38","133.61","130.11","","2.80%"
"06/08/2024","128.99","131.09","131.91","128.00","","-0.72%"
"05/08/2024","129.92","131.66","131.66","126.00","","-2.13%"
"02/08/2024","132.75","137.57","137.57","132.20","","-4.29%"
"01/08/2024","138.70","143.87","143.87","138.44","","-4.15%"
"31/07/2024","144.71","146.61","146.89","143.91","","-1.22%"
"30/07/2024","146.49","144.68","147.12","144.50","","1.20%"
"29/07/2024","144.75","145.97","146.97","144.03","","-0.56%"
"26/07/2024","145.56","145.54","146.01","144.77","","-0.07%"
"25/07/2024","145.66","145.90","145.90","142.96","","-0.98%"
"24/07/2024","147.10","147.67","148.05","145.27","","-0.41%"
"23/07/2024","147.70","147.06","148.14","146.61","","0.63%"
"22/07/2024","146.78","144.05","147.03","144.05","","2.01%"
"19/07/2024","143.89","144.59","144.59","143.32","","-0.64%"
"18/07/2024","144.82","144.21","145.55","144.21","","0.70%"
"17/07/2024","143.82","142.87","144.35","142.63","","0.65%"
"16/07/2024","142.89","142.50","143.27","141.45","","0.16%"
"15/07/2024","142.66","142.72","143.41","141.47","","-0.40%"
"12/07/2024","143.23","142.59","143.40","142.36","","0.65%"
"11/07/2024","142.31","142.49","143.08","141.48","","0.03%"
"10/07/2024","142.27","140.94","142.27","140.10","","1.13%"
"09/07/2024","140.68","142.03","142.03","139.87","","-1.09%"
"08/07/2024","142.23","141.95","144.26","141.53","","-0.07%"
"05/07/2024","142.33","143.35","143.62","141.26","","-0.63%"
"04/07/2024","143.23","141.51","143.56","141.51","","1.32%"
"03/07/2024","141.36","139.68","142.10","139.68","","1.68%"
"02/07/2024","139.03","140.30","140.30","138.10","","-1.18%"
"01/07/2024","140.69","137.85","141.36","137.85","","2.84%"
"28/06/2024","136.81","137.07","137.72","135.92","","0.05%"
"27/06/2024","136.74","137.13","137.68","136.45","","-0.31%"
"26/06/2024","137.16","138.05","138.67","136.27","","-0.48%"
"25/06/2024","137.82","138.89","139.38","137.27","","-0.75%"
"24/06/2024","138.86","136.31","139.03","136.31","","2.14%"
"21/06/2024","135.95","138.26","138.26","134.84","","-1.68%"
"20/06/2024","138.28","136.86","138.37","136.67","","1.09%"
"19/06/2024","136.79","136.98","138.04","136.18","","-0.12%"
"18/06/2024","136.96","136.12","137.50","135.96","","1.17%"
"17/06/2024","135.38","134.25","135.97","133.36","","1.23%"
"14/06/2024","133.73","136.58","136.58","131.63","","-2.17%"
"13/06/2024","136.70","140.61","140.63","136.05","","-2.96%"
"12/06/2024","140.87","140.01","141.44","140.01","","0.95%"
"11/06/2024","139.54","143.66","143.76","138.83","","-2.66%"
"10/06/2024","143.35","144.84","144.84","142.43","","-1.46%"
"07/06/2024","145.47","145.36","146.33","144.42","","0.08%"
"06/06/2024","145.35","143.34","145.62","142.31","","1.65%"
"05/06/2024","142.99","143.62","144.10","142.55","","-0.23%"
"04/06/2024","143.32","146.89","146.89","142.67","","-2.54%"
"03/06/2024","147.06","147.20","148.37","146.90","","0.20%"
"31/05/2024","146.76","146.73","147.27","145.91","","0.09%"
"30/05/2024","146.63","144.08","146.68","144.00","","1.50%"
"29/05/2024","144.46","146.56","146.58","143.81","","-1.69%"
"28/05/2024","146.95","146.36","147.29","146.19","","0.46%"
"27/05/2024","146.27","146.16","146.41","145.66","","-0.15%"
"24/05/2024","146.49","146.42","146.71","144.64","","-0.12%"
"23/05/2024","146.67","146.57","147.30","146.01","","0.08%"
"22/05/2024","146.55","147.50","147.75","146.55","","-0.58%"
"21/05/2024","147.40","147.54","147.54","146.08","","-0.88%"
"20/05/2024","148.71","148.88","149.32","148.49","","-0.47%"
"17/05/2024","149.41","147.71","149.41","147.71","","0.96%"
"16/05/2024","147.99","148.51","148.67","147.71","","-0.34%"
"15/05/2024","148.50","147.99","148.98","147.52","","0.51%"
"14/05/2024","147.75","146.34","148.06","146.24","","1.07%"
"13/05/2024","146.19","145.81","146.59","145.66","","0.21%"
"10/05/2024","145.88","145.33","146.37","145.33","","0.54%"
"09/05/2024","145.10","145.49","145.70","144.27","","-0.68%"
"08/05/2024","146.09","146.34","146.87","145.14","","-0.08%"
"07/05/2024","146.21","143.19","146.22","143.19","","2.27%"
"06/05/2024","142.97","141.61","143.00","141.32","","0.33%"
"02/05/2024","142.50","142.04","143.32","142.01","","0.61%"
"01/05/2024","141.63","141.63","141.63","141.63","","0.00%"
"30/04/2024","141.63","143.62","143.80","141.44","","-1.28%"
"29/04/2024","143.46","144.74","145.92","143.09","","-0.83%"
"26/04/2024","144.66","143.60","145.30","143.60","","0.97%"
"25/04/2024","143.27","143.07","144.67","142.30","","0.37%"
"24/04/2024","142.74","143.57","143.96","142.24","","-0.89%"
"23/04/2024","144.02","141.40","144.17","141.40","","2.08%"
"22/04/2024","141.08","138.97","141.11","138.97","","1.04%"
"19/04/2024","139.63","138.93","139.78","137.66","","0.02%"
"18/04/2024","139.60","137.53","139.60","137.53","","2.07%"
"17/04/2024","136.77","135.17","137.89","135.17","","1.42%"
"16/04/2024","134.85","137.02","137.02","134.63","","-2.13%"
"15/04/2024","137.79","137.21","139.29","137.21","","0.36%"
"12/04/2024","137.29","138.29","139.30","136.83","","-0.28%"
"11/04/2024","137.68","140.82","141.04","136.58","","-2.24%"
"10/04/2024","140.84","140.29","141.47","138.96","","0.57%"
"09/04/2024","140.04","141.60","141.77","139.95","","-1.11%"
"08/04/2024","141.61","140.46","141.78","140.35","","0.48%"
"05/04/2024","140.93","141.25","141.25","139.37","","-1.12%"
"04/04/2024","142.53","141.74","142.94","141.74","","0.74%"
"03/04/2024","141.48","139.55","141.76","139.55","","1.51%"
"02/04/2024","139.38","139.29","140.57","138.93","","0.05%"
"28/03/2024","139.31","137.94","139.55","137.94","","0.88%"
"27/03/2024","138.09","137.53","138.79","137.42","","0.39%"
"26/03/2024","137.55","136.34","137.80","136.32","","1.12%"
"25/03/2024","136.02","135.66","136.43","135.60","","0.24%"
"22/03/2024","135.69","135.11","136.57","135.11","","-0.15%"
"21/03/2024","135.90","134.75","135.95","134.67","","1.24%"
"20/03/2024","134.23","134.38","134.62","133.20","","-0.16%"
"19/03/2024","134.45","132.56","134.45","132.56","","1.50%"
"18/03/2024","132.46","132.05","132.71","131.99","","0.32%"
"15/03/2024","132.04","130.24","132.32","130.24","","1.35%"
"14/03/2024","130.28","131.06","131.45","130.04","","-0.64%"
"13/03/2024","131.12","130.29","131.79","130.29","","0.77%"
"12/03/2024","130.12","127.71","130.25","127.71","","1.99%"
"11/03/2024","127.58","126.93","127.75","126.43","","0.13%"
"08/03/2024","127.42","127.44","128.09","127.20","","0.20%"
"07/03/2024","127.17","125.95","127.36","125.89","","0.86%"
"06/03/2024","126.09","125.25","126.91","125.25","","0.69%"
"05/03/2024","125.23","124.54","125.43","124.14","","0.54%"
"04/03/2024","124.56","123.77","124.65","123.77","","0.62%"
"01/03/2024","123.79","122.47","124.21","122.43","","1.28%"
"29/02/2024","122.22","123.05","123.31","122.07","","-0.73%"
"28/02/2024","123.12","122.75","123.38","122.59","","0.29%"
"27/02/2024","122.76","122.25","122.77","122.06","","0.24%"
"26/02/2024","122.46","123.19","123.32","122.22","","-0.60%"
"23/02/2024","123.20","122.36","123.24","122.09","","0.73%"
"22/02/2024","122.31","121.83","123.08","121.83","","0.72%"
"21/02/2024","121.43","120.62","122.06","120.61","","0.71%"
"20/02/2024","120.57","119.74","120.58","119.48","","0.63%"
"19/02/2024","119.81","119.32","120.08","119.19","","0.55%"
"16/02/2024","119.15","119.13","120.14","119.12","","0.33%"
"15/02/2024","118.76","118.89","119.24","117.89","","0.02%"
"14/02/2024","118.74","118.61","119.79","118.46","","0.24%"
"13/02/2024","118.46","118.96","119.39","118.25","","-0.36%"
"12/02/2024","118.89","117.60","118.89","117.60","","1.41%"
"09/02/2024","117.24","117.25","117.72","116.66","","-0.06%"
"08/02/2024","117.31","117.32","118.16","117.13","","-0.09%"
"07/02/2024","117.42","118.98","119.25","116.92","","-1.44%"
"06/02/2024","119.14","119.35","120.37","118.87","","0.25%"
"05/02/2024","118.84","119.41","120.72","118.56","","-0.42%"
"02/02/2024","119.34","118.74","119.83","118.22","","0.96%"
"01/02/2024","118.20","120.86","120.86","117.87","","-2.65%"
"31/01/2024","121.42","121.66","122.86","121.15","","0.26%"
"30/01/2024","121.10","119.07","121.23","118.98","","1.81%"
"29/01/2024","118.95","119.90","120.40","118.69","","-0.77%"
"26/01/2024","119.87","119.17","120.03","119.01","","0.61%"
"25/01/2024","119.14","119.68","119.86","118.88","","-0.96%"
"24/01/2024","120.30","118.77","120.30","118.77","","1.48%"
"23/01/2024","118.54","119.16","119.39","118.31","","-0.35%"
"22/01/2024","118.96","118.25","119.68","118.25","","0.92%"
"19/01/2024","117.88","118.36","118.96","117.71","","-0.10%"
"18/01/2024","118.00","117.12","118.59","116.72","","0.84%"
"17/01/2024","117.02","117.40","117.40","115.84","","-0.57%"
"16/01/2024","117.69","118.29","118.29","116.73","","-0.82%"
"15/01/2024","118.66","119.16","119.44","118.09","","-0.15%"
"12/01/2024","118.84","119.09","120.06","118.63","","0.13%"
"11/01/2024","118.69","120.84","121.27","118.53","","-1.63%"
"10/01/2024","120.66","120.75","121.27","120.20","","-0.42%"
"09/01/2024","121.17","122.61","122.61","120.51","","-1.18%"
"08/01/2024","122.62","122.19","122.78","121.34","","0.29%"
"05/01/2024","122.27","121.00","122.80","120.43","","0.72%"
"04/01/2024","121.39","119.07","121.39","118.92","","2.03%"
"03/01/2024","118.97","120.50","121.03","118.53","","-1.09%"
"02/01/2024","120.28","118.62","120.91","118.62","","1.61%"
"29/12/2023","118.38","118.19","118.68","118.10","","0.20%"
"28/12/2023","118.14","119.01","119.13","117.93","","-0.66%"
"27/12/2023","118.92","118.48","119.13","118.08","","0.31%"
"22/12/2023","118.55","118.55","118.55","118.55","","0.44%"
"21/12/2023","118.03","117.90","118.20","117.29","","-0.03%"
"20/12/2023","118.07","118.25","118.77","117.30","","0.09%"
"19/12/2023","117.96","117.84","118.20","117.40","","0.06%"
"18/12/2023","117.89","117.91","118.57","117.33","","-0.21%"
"15/12/2023","118.14","118.55","118.98","117.45","","-0.16%"
"14/12/2023","118.33","118.56","119.08","117.15","","0.31%"
"13/12/2023","117.97","118.50","118.88","117.97","","-0.46%"
"12/12/2023","118.51","119.42","119.52","118.32","","-0.64%"
"11/12/2023","119.27","119.32","119.50","118.80","","0.02%"
"08/12/2023","119.25","118.10","119.28","117.68","","1.05%"
"07/12/2023","118.01","119.02","119.02","117.07","","-1.00%"
"06/12/2023","119.20","118.61","119.71","118.24","","0.71%"
"05/12/2023","118.36","117.44","118.50","117.33","","0.63%"
"04/12/2023","117.62","117.04","117.84","116.94","","0.58%"
"01/12/2023","116.94","116.60","117.09","116.47","","0.64%"
"30/11/2023","116.20","116.38","116.87","116.10","","0.07%"
"29/11/2023","116.12","114.89","116.37","114.89","","0.87%"
"28/11/2023","115.12","114.24","115.12","114.15","","0.62%"
"27/11/2023","114.41","115.26","115.26","114.38","","-0.75%"
"24/11/2023","115.28","114.94","115.58","114.94","","0.36%"
"23/11/2023","114.87","114.23","114.96","113.89","","0.48%"
"22/11/2023","114.32","114.31","114.94","114.04","","0.08%"
"21/11/2023","114.23","114.50","114.69","113.89","","-0.59%"
"20/11/2023","114.91","114.88","115.66","114.73","","-0.19%"
"17/11/2023","115.13","113.82","115.13","113.82","","1.26%"
"16/11/2023","113.70","113.95","114.55","113.68","","-0.19%"
