time,close,Volume
2016-04-11,579.27002,NaN
2016-04-12,579.84003,NaN
2016-04-13,578.02002,NaN
2016-04-14,579.48999,NaN
2016-04-15,579.85999,NaN
2016-04-19,568.28003,NaN
2016-04-20,568.03003,NaN
2016-04-21,575.72998,NaN
2016-04-22,592.47998,NaN
2016-04-25,591.58002,NaN
2016-04-26,598.47998,NaN
2016-04-27,593.96002,NaN
2016-04-28,591.66998,NaN
2016-04-29,598.37,NaN
2016-05-04,599.07001,NaN
2016-05-05,601.51001,NaN
2016-05-06,606.52002,NaN
2016-05-09,603.84998,NaN
2016-05-10,605.04999,NaN
2016-05-11,614.06,NaN
2016-05-12,612.12,NaN
2016-05-13,610.82001,NaN
2016-05-16,615.78003,NaN
2016-05-17,624.75,NaN
2016-05-18,622.45001,NaN
2016-05-19,619.20001,NaN
2016-05-20,614.81,NaN
2016-05-23,611.03003,NaN
2016-05-24,611.62,NaN
2016-05-25,611.89001,NaN
2016-05-26,604.34003,NaN
2016-05-27,608.10999,NaN
2016-05-30,614.5,NaN
2016-05-31,618.44,NaN
2016-06-01,619.85999,NaN
2016-06-02,623.37,NaN
2016-06-03,621.88,NaN
2016-06-06,620.04999,NaN
2016-06-07,624.65002,NaN
2016-06-08,627.87,NaN
2016-06-09,631.26001,NaN
2016-06-10,629.84003,NaN
2016-06-13,623.58002,NaN
2016-06-14,625.42999,NaN
2016-06-15,627.02002,NaN
2016-06-16,625.10999,NaN
2016-06-17,619.25,NaN
2016-06-20,626.46002,NaN
2016-06-21,628,NaN
2016-06-22,626.40997,NaN
2016-06-23,632.27002,NaN
2016-06-24,620.77002,NaN
2016-06-27,621.27002,NaN
2016-06-28,622.20001,NaN
2016-06-29,630.12,NaN
2016-06-30,632.26001,NaN
2016-07-01,640.29999,NaN
2016-07-04,647.96002,NaN
2016-07-05,650.88,NaN
2016-07-06,649.46002,NaN
2016-07-07,661.12,NaN
2016-07-08,658.67999,NaN
2016-07-11,652.26001,NaN
2016-07-12,658.90002,NaN
2016-07-13,675.12,NaN
2016-07-14,666.69,NaN
2016-07-15,664.56,NaN
2016-07-18,673.5,NaN
2016-07-19,667.76001,NaN
2016-07-20,660.26001,NaN
2016-07-21,659.57001,NaN
2016-07-22,649.87,NaN
2016-07-25,649.29999,NaN
2016-07-26,648.59003,NaN
2016-07-27,656.10999,NaN
2016-07-28,657.14001,NaN
2016-07-29,652.22998,NaN
2016-08-01,648.38,NaN
2016-08-02,636.04999,NaN
2016-08-03,631.60999,NaN
2016-08-04,631.94,NaN
2016-08-05,627.39001,NaN
2016-08-08,629.46002,NaN
2016-08-09,637.34003,NaN
2016-08-10,648.33002,NaN
2016-08-11,660.23999,NaN
2016-08-12,655.71002,NaN
2016-08-15,659.46997,NaN
2016-08-16,658.10999,NaN
2016-08-17,660.51001,NaN
2016-08-18,660.65002,NaN
2016-08-19,662.28003,NaN
2016-08-22,657.67999,NaN
2016-08-23,659.15997,NaN
2016-08-24,660.77002,NaN
2016-08-25,658.5,NaN
2016-08-26,667.75,NaN
2016-08-29,669.44,NaN
2016-08-30,672.66998,NaN
2016-08-31,674.63,NaN
2016-09-01,669.19,NaN
2016-09-05,664.54999,NaN
2016-09-06,663.90002,NaN
2016-09-07,661.28003,NaN
2016-09-08,666.07001,NaN
2016-09-09,666.88,NaN
2016-09-12,659.76001,NaN
2016-09-13,659.71997,NaN
2016-09-14,656.64001,NaN
2016-09-15,656.17999,NaN
2016-09-16,651.31,NaN
2016-09-19,657.89001,NaN
2016-09-20,663.37,NaN
2016-09-21,668.47998,NaN
2016-09-22,671.38,NaN
2016-09-23,674.09003,NaN
2016-09-26,677.03998,NaN
2016-09-27,684.89001,NaN
2016-09-28,686.71997,NaN
2016-09-29,688.54999,NaN
2016-09-30,685.72998,NaN
2016-10-03,683.04999,NaN
2016-10-04,684.20001,NaN
2016-10-05,687.03998,NaN
2016-10-06,687.32001,NaN
2016-10-07,683.95001,NaN
2016-10-10,674.19,NaN
2016-10-11,682.35999,NaN
2016-10-12,682.45001,NaN
2016-10-13,685.22998,NaN
2016-10-14,687,NaN
2016-10-17,680.95001,NaN
2016-10-18,682.02002,NaN
2016-10-19,688.89001,NaN
2016-10-20,686.39001,NaN
2016-10-21,684.83002,NaN
2016-10-24,678.02002,NaN
2016-10-25,676.17999,NaN
2016-10-26,673.60999,NaN
2016-10-27,676.90002,NaN
2016-10-28,682.25,NaN
2016-10-31,675.79999,NaN
2016-11-01,676.59998,NaN
2016-11-02,671.40002,NaN
2016-11-03,667.63,NaN
2016-11-04,666.72998,NaN
2016-11-07,674.14001,NaN
2016-11-08,676.46002,NaN
2016-11-09,670.26001,NaN
2016-11-10,678.16998,NaN
2016-11-11,679.20001,NaN
2016-11-14,673.04999,NaN
2016-11-15,674.26001,NaN
2016-11-16,674.59998,NaN
2016-11-17,674.57001,NaN
2016-11-18,673.25,NaN
2016-11-21,674.28998,NaN
2016-11-22,681.90997,NaN
2016-11-23,683.15997,NaN
2016-11-24,678.17999,NaN
2016-11-25,675.87,NaN
2016-11-28,665.28998,NaN
